id,original,detected_language,confidence,translated_text
4004,economia i gestió d'empreses,cat,0.958445727825165,economics and management of companies
4005,vacunes i fàrmacs,cat,0.716348826885223,vaccines and drugs
4006,teràpia gènica,cat,0.943557560443878,genic therapy
4007,química orgànica,cat,0.961987912654877,organic chemistry
4008,enzimologia,cat,0.595195829868317,enzymology
4009,química 2,cat,0.853440463542938,chemistry 2
4010,biologia molecular de sistemes,cat,0.688696205615997,molecular biology of systems
4011,metodologia i experimentació en biociències moleculars 2,cat,0.980735063552856,methodology and experimentation at *biociències molecular 2
4012,enginyeria bioquímica,cat,0.894713878631592,biochemical engineering
4013,biofísica,cat,0.873199224472046,biophysicist
4014,virologia,cat,0.644989490509033,virology
4015,aliments transgènics,cat,0.761773765087128,*aliments transgenic
4016,bioquímica clínica aplicada,cat,0.960833191871643,clinical biochemist applied
4017,metabolisme de microorganismes,cat,0.57067084312439,metabolism of microorganisms
4018,termodinàmica i cinètica,cat,0.939728260040283,thermodynamics and kinetics
4019,química analítica i instrumental,cat,0.877451300621033,analytic and instrumental chemistry
4020,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
4021,treball de fi de grau i (g.bbm),cat,0.535690605640411,work of end of rank and (g.bbm)
4022,física,cat,0.885644972324371,physicist
4023,biologia,cat,0.699659466743469,biology
4024,metabolisme vegetal,cat,0.724279284477234,vegetal metabolism
4025,immunologia clínica,cat,0.821152627468109,clinical immunology
4026,productes naturals d'interès industrial,cat,0.782651543617249,natural products of industrial interest
4027,microbiologia i bioquímica enològiques 2,cat,0.931834042072296,microbiology and biochemical *enològiques 2
4028,ampelologia,cat,0.749909341335297,*ampelologia
4029,cultura vitivinícola,cat,0.841625928878784,culture *vitivinícola
4030,biologia cel·lular i genètica,cat,0.993230700492859,cellular and genetic biology
4031,física,cat,0.885644972324371,physicist
4032,fisiologia vegetal i pràctiques de biologia,cat,0.898576080799103,vegetal physiology and practices of biology
4033,operacions bàsiques,cat,0.749533474445343,basic operations
4034,subproductes vitivinícoles,cat,0.815121114253998,by-products *vitivinícoles
4035,enologia general 2,cat,0.725249290466309,general oenology 2
4036,criança i envelliment,cat,0.666009247303009,breeding and aging
4037,anàlisi sensorial 4,cat,0.896498620510101,sensory analysis 4
4038,innovació i tast de vins escumosos,cat,0.98570716381073,innovation and taste of wines *escumosos
4039,química enològica,cat,0.985216438770294,chemistry *enològica
4040,treball de fi de grau,cat,0.623390972614288,work of end of rank
4041,matemàtiques,cat,0.954575181007385,mathematicians
4042,microbiologia i bioquímica enològiques 1,cat,0.930007815361023,microbiology and biochemical *enològiques 1
4043,anàlisi instrumental enòlogica,cat,0.8989417552948,instrumental analysis *enòlogica
4044,viticultura 2,cat,0.676271677017212,viticulture 2
4045,gestió de la qualitat i la seguretat en la indústria vitivinícola,cat,0.949605345726013,management of the quality and the security at the industry *vitivinícola
4046,anàlisi química enològica 2,cat,0.993665218353271,chemical analysis *enològica 2
4047,normativa i legislació vitivinícola,cat,0.980385661125183,rule and legislation *vitivinícola
4048,enginyeria enològica,cat,0.98097038269043,engineering *enològica
4049,anàlisi sensorial 1,cat,0.896128714084625,sensory analysis 1
4050,selecció i millora d'inòculs enològics,cat,0.995166003704071,selection and improvement of inoculums *enològics
4051,tecnologia del servei de vins. harmonia de vins i menjar,cat,0.834795653820038,tech of the kick of wines. harmony of wines and eat
4052,edafologia i climatologia vitícoles,cat,0.84956157207489,edaphology and viticultural climatology
4053,aliments fermentats,cat,0.681920528411865,*aliments fermented
4054,fonaments de biologia,cat,0.725876927375794,bedrocks of biology
4055,estadística,cat,0.966264307498932,statistics
4056,química 1,cat,0.8468416929245,chemistry 1
4057,begudes espirituoses,cat,0.880934476852417,drinks *espirituoses
4058,control de qualitat en l'elaboració de vins escumosos,cat,0.964367508888245,control of quality at the preparation of wines *escumosos
4059,creació de valor en el sector vitivinícola,cat,0.971193730831146,creation of value at the sector *vitivinícola
4060,pràctiques externes,cat,0.839868068695068,external practices
4061,estudis en el marc d'acords de mobilitat,cat,0.879747211933136,surveys at the frame of chords of mobility
4062,viticultura 1,cat,0.66569983959198,viticulture 1
4063,bioquímica,cat,0.827858924865723,biochemist
4064,enologia general 1,cat,0.716536939144135,general oenology 1
4065,anàlisi sensorial 3,cat,0.89678293466568,sensory analysis 3
4066,el vi com a aliment,cat,0.841076374053955,the wine as a *aliment
4067,elaboració de vins escumosos,cat,0.985751569271088,preparation of wines *escumosos
4068,factors de qualitat en el cultiu de la vinya,cat,0.869601547718048,factors of quality at the crop of the vineyard
4069,anàlisi química enològica 1,cat,0.993431568145752,chemical analysis *enològica 1
4070,anàlisi sensorial 2,cat,0.900085806846619,sensory analysis 2
4071,patologia vitícola,cat,0.792214930057526,viticultural pathology
4072,química 2,cat,0.853440463542938,chemistry 2
4073,gestió mediambiental de la indústria enològica,cat,0.978171169757843,environmental management of the industry *enològica
4074,economia i màrqueting vitivinícola,cat,0.939344227313995,economics and marketing *vitivinícola
4075,microbiologia general,cat,0.720728814601898,general microbiology
4076,"nous models de viticultura ecològics, biodinàmics i regeneratius",cat,0.886842310428619,"new models of ecological viticulture, *biodinàmics and regenerative"
4077,from terroir to the world: tools and strategies for the export of european quality wines,eng,0.249972760677338,*from *terroir key *the *world: *tools *and *strategies *for *the *export *of *european *quality *wines
4078,begudes fermentades,cat,0.833495676517487,drinks fermented
4079,quimiometria pel control de begudes fermentades,cat,0.840593159198761,chemometrics for the control of drinks fermented
4080,malta i tecnologia del malt,cat,0.788792192935944,*malta and tech of the malt
4081,preparació i presentació de projectes,cat,0.992492377758026,readiness and presentation of projects
4082,enologia general 1,cat,0.716536939144135,general oenology 1
4083,macromolèculas del raïm i el 6,cat,0.886182844638825,*macromolèculas of the grape and the 6
4084,nous reptes a la fermentació malolàctica,cat,0.942464709281921,new challenges at the fermentation *malolàctica
4085,pràctiques externes,cat,0.839868068695068,external practices
4086,biotecnologia i control microbiològic del 6,cat,0.945316255092621,biotechnology and microbiological control of the 6
4087,microbiologia de la cervesa,cat,0.689432799816132,microbiology of the beer
4088,anàlisi sensorial de cervesa,cat,0.868600249290466,sensory analysis of beer
4089,enginyeria de procés en l'elaboració de begudes fermentades,cat,0.959914922714233,engineering of process at the preparation of drinks fermented
4090,anàlisi sensorial 1,cat,0.896128714084625,sensory analysis 1
4091,el sector cerveser,cat,0.794606268405914,the sector *cerveser
4092,anàlisi enològica avançada i sensometria,cat,0.980037927627563,analysis *enològica advance and *sensometria
4093,anàlisi sensorial 2,cat,0.900085806846619,sensory analysis 2
4094,avenços científics en llevats vínics,cat,0.93707138299942,scientific advances at yeasts *vínics
4095,últims avenços en elaboració de vinagres i destil.lats,cat,0.95489513874054,last advances at preparation of vinegars and distillates
4096,altres microorganismes d'interès en enologia i viticultura,cat,0.862439393997192,other microorganisms of interest at oenology and viticulture
4097,tecnologia cervesera,cat,0.69724714756012,tech *cervesera
4098,seguretat alimentària,cat,0.945279955863953,alimentary security
4099,treball fi de màster,cat,0.83011668920517,fine work of *màster
4100,treball de fi de màster,cat,0.826329469680786,work of end of *màster
4101,comportament enoturístic,cat,0.798394858837128,behaviour *enoturístic
4102,comunicació enoturística i noves eines de màrqueting,cat,0.969951033592224,communication *enoturística and new tools of marketing
4103,regions vitivinícoles de portugal,cat,0.699272155761719,regions *vitivinícoles of *portugal
4104,producció de vins fortificats,cat,0.961990296840668,production of wines *fortificats
4105,patrimoni del vi i turisme a portugal,cat,0.747565150260925,heritage of the wine and tourism at *portugal
4106,treball de fi de màster,cat,0.826329469680786,work of end of *màster
4107,gestió d'esdeveniments enoturístics,cat,0.946777760982513,management of events *enoturístics
4108,pràctiques acadèmiques externes en enologia,cat,0.851002216339111,external academic practices at oenology
4109,superfícies i nanoestructuració,cat,0.988104939460754,surfaces and *nanoestructuració
4110,ciència i enginyeria de materials,cat,0.975338578224182,science and engineering of materials
4111,introducció a les tècniques de caracterizació,cat,0.987028121948242,introduction at the technicians of *caracterizació
4112,nanocatàlisi,cat,0.901333868503571,*nanocatàlisi
4113,disseny de producte i procés,cat,0.750253081321716,design of product and process
4114,nanofabricació i nanoprocessat,cat,0.939749836921692,*nanofabricació and *nanoprocessat
4115,treball de fi de màster,cat,0.826329469680786,work of end of *màster
4116,química macro i supramolecular,cat,0.83715146780014,chemical macro and *supramolecular
4117,nanobiotecnologia,cat,0.633558392524719,*nanobiotecnologia
4118,nanociència i nanotecnologia,cat,0.972942471504211,*nanociència and nanotechnology
4119,seminaris multidisciplinaris,cat,0.744605779647827,multidisciplinary seminars
4120,"elaboració, planificació i gestió de projectes de recerca i desenvolupament",cat,0.987706899642944,"preparation, planning and management of projects of enquiry and development"
4121,materials polimèrics nanoestructurats,cat,0.917226910591125,polymeric materials *nanoestructurats
4122,expressió gràfica,cat,0.997548460960388,graphic expression
4123,enginyeria de polímers,cat,0.868901193141937,engineering of polymers
4124,eines per emprendre,cat,0.591939985752106,tools to undertake
4125,ciència de materials,cat,0.970285475254059,science of materials
4126,resistència de materials,cat,0.976441562175751,resistance of materials
